"GEOID","urbanPercent","URBAN_POP","TRACT_POP"
"120850008",0.5,2280,4560
"120850009",0.5,7096,14192
"120850010",0.370759478812067,6317,17038
"120850011",0.534906334906335,18703,34965
"120850012",0.251128864188954,2169,8637
"120850013",0.627288061473106,10041,16007
"120850014",0.416861415192142,23724,56911
"120850015",0.434620921305182,3623,8336
"120850016",0.744303048239124,5030,6758
"120850017",0.311762180725478,5810,18636
"120850018",0.249432694926023,5496,22034
"120860001",0.596292266789633,82760,138791
"120860002",0.504617302135856,71256,141208
"120860003",0.373471839445976,31710,84906
"120860004",0.41942302281794,58140,138619
"120860005",0.513665578348631,25015,48699
"120860006",0.499475841036882,36687,73451
"120860007",0.530441281052999,44007,82963
"120860008",0.544288362111014,22318,41004
"120860009",0.522791686348607,17708,33872
"120860010",0.360522516328635,26219,72725
"120860011",0.5,19197,38394
"120860012",0.477837560850628,22380,46836
"120860013",0.5,10086,20172
"120860014",0.666760941808669,9430,14143
"120860015",0.459533951390629,7336,15964
"120860016",0.741097452794323,17544,23673
"120860017",0.380877965620116,13405,35195
"120860018",0.464153099114539,11375,24507
"120860019",0.573934389645169,12859,22405
"120860020",0.724630021141649,9597,13244
"120860021",0.5,2910,5820
"120860022",0.5,7850,15700
"120860023",0.5,5287,10574
